id,name,now_cost,position,team,transfers_in_event,goals_conceded,expected_goal_involvements,chance_of_playing_this_round,creativity,threat,dreamteam_count,bonus,red_cards,expected_goals_per_90,transfers_out,in_dreamteam,corners_and_indirect_freekicks_order,own_goals,influence_rank_type,ict_index_rank_type,selected_rank,goals_scored,transfers_in,event_points,value_form,selected_by_percent,cost_change_start_fall,minutes,total_points,cost_change_event,points_per_game_rank_type,selected_rank_type,bps,clean_sheets,threat_rank,status,influence,form_rank_type,news,clean_sheets_per_90,goals_conceded_per_90,form,ict_index,ep_this,cost_change_event_fall,web_name,ep_next,penalties_order,saves,starts,value_season,yellow_cards,cost_change_start,now_cost_rank_type,form_rank,points_per_game_rank,expected_goal_involvements_per_90,transfers_out_event,expected_goals_conceded_per_90,creativity_rank,threat_rank_type,expected_goals,chance_of_playing_next_round,starts_per_90,expected_goals_conceded,expected_assists,assists,creativity_rank_type,saves_per_90,news_added,points_per_game,expected_assists_per_90,influence_rank,direct_freekicks_order,now_cost_rank,ict_index_rank
568,Arijanet Muric,45,GKP,Ipswich,701,4,0.00,75.0,0.0,0.0,0,0,0,0.0,8178,False,,0,21,21,290,0,1056,0,0.0,0.4,0,90,0,0,62,40,-12,0,407,a,3.8,62,,0.0,4.0,0.0,0.4,-1.1,0,Muric,-0.5,,1,1,0.0,0,0,30,459,459,0.0,1750,3.34,450,52,0.00,100.0,1.0,3.34,0.00,0,53,1.0,2024-08-17T20:30:06.519689Z,0.0,0.0,275,,421,310
583,Conor Townsend,40,DEF,Ipswich,1985,0,0.00,,0.0,0.0,0,0,0,0.0,5291,False,,0,109,109,275,0,4323,0,0.0,0.4,0,0,0,0,105,104,0,0,267,a,0.0,105,,0.0,0.0,0.0,0.0,-1.5,0,Townsend,-0.5,,0,0,0.0,0,0,158,343,343,0.0,2072,0.0,326,80,0.00,,0.0,0.00,0.00,0,108,0.0,,0.0,0.0,338,,558,346
611,Sam Szmodics,60,MID,Ipswich,16479,3,0.31,,10.6,7.0,0,0,0,0.3,5210,False,,0,35,77,306,1,19330,6,0.6,0.3,0,87,7,0,39,102,23,0,160,a,38.0,38,,0.0,3.1,3.5,5.6,2.0,0,Szmodics,3.0,,0,1,1.2,1,0,51,94,97,0.32,3082,3.91,173,96,0.29,,1.03,3.78,0.02,0,109,0.0,,3.5,0.02,83,,76,130
619,Jens Cajuste,45,MID,Ipswich,693,0,0.00,,0.0,0.0,0,0,0,0.0,249,False,,0,181,188,589,0,1143,0,0.0,0.0,0,0,0,0,189,257,0,0,429,a,0.0,189,,0.0,0.0,0.0,0.0,-0.5,0,Cajuste,0.5,,0,0,0.0,0,0,233,477,477,0.0,201,0.0,468,165,0.00,,0.0,0.00,0.00,0,189,0.0,,0.0,0.0,470,,448,478
117,Facundo Buonanotte,50,MID,Leicester,3709,3,0.38,,58.4,2.0,0,0,0,0.0,2622,False,,0,37,47,401,0,6297,5,0.7,0.1,0,148,7,0,38,144,32,0,243,a,37.2,37,,0.0,1.82,3.5,9.7,3.0,0,Buonanotte,3.0,,0,2,1.4,0,0,197,91,94,0.23,1413,1.65,25,138,0.00,,1.22,2.72,0.38,1,22,0.0,,3.5,0.23,90,,299,69
192,Jordan Ayew,54,MID,Leicester,431,2,0.60,,29.5,8.0,0,0,0,1.05,14165,False,,0,137,95,293,0,2643,1,0.1,0.3,1,47,1,-1,173,96,2,0,151,a,3.4,161,,0.0,3.83,0.5,4.1,0.0,1,J.Ayew,0.0,,0,0,0.2,1,-1,91,316,332,1.15,3711,2.24,72,91,0.55,,0.0,1.17,0.05,0,58,0.0,,0.5,0.1,280,,152,190
285,Boubakary Soumaré,45,MID,Leicester,1230,0,0.00,,0.3,0.0,0,0,0,0.0,3960,False,,0,162,169,352,0,3559,0,0.1,0.2,0,11,1,0,115,121,3,0,402,a,0.2,139,,0.0,0.0,0.5,0.1,0.0,0,B.Soumaré,0.0,,0,0,0.2,0,0,221,283,233,0.0,1958,2.05,302,153,0.00,,0.0,0.25,0.00,0,170,0.0,,1.0,0.0,323,,410,329
286,Tom Cannon,45,FWD,Leicester,15438,0,0.00,,0.0,0.0,0,0,0,0.0,24202,False,,0,39,40,163,0,31354,0,0.0,1.5,0,0,0,0,41,26,0,0,432,a,0.0,41,,0.0,0.0,0.0,0.0,-0.5,0,Cannon,-0.5,,0,0,0.0,0,0,66,479,479,0.0,11411,0.0,470,37,0.00,,0.0,0.00,0.00,0,39,0.0,,0.0,0.0,472,,452,480
287,Hamza Choudhury,45,MID,Leicester,851,0,0.00,,0.0,0.0,0,0,0,0.0,4752,False,,0,169,176,319,0,2246,0,0.0,0.3,0,0,0,0,177,106,0,0,385,a,0.0,177,,0.0,0.0,0.0,0.0,-0.5,0,Choudhury,-0.5,,0,0,0.0,0,0,219,442,442,0.0,2138,0.0,432,152,0.00,,0.0,0.00,0.00,0,177,0.0,,0.0,0.0,436,,385,444
288,Conor Coady,40,DEF,Leicester,172,0,0.00,0.0,0.0,0.0,0,0,0,0.0,5834,False,,0,108,108,356,0,411,0,0.0,0.2,0,0,0,0,104,129,0,0,265,i,0.0,104,Hamstring injury - Expected back 14 Sep,0.0,0.0,0.0,0.0,0.0,0,Coady,0.0,,0,0,0.0,0,0,155,341,341,0.0,1659,0.0,324,79,0.00,0.0,0.0,0.00,0.00,0,107,0.0,2024-08-12T14:30:04.626270Z,0.0,0.0,336,,554,344
289,Patson Daka,49,FWD,Leicester,571,0,0.00,0.0,0.0,0.0,0,0,0,0.0,12500,False,,0,45,46,360,0,864,0,0.0,0.2,1,0,0,-1,47,52,0,0,506,i,0.0,47,Ankle injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,1,Daka,0.0,2.0,0,0,0.0,0,-1,62,543,543,0.0,3417,0.0,535,43,0.00,0.0,0.0,0.00,0.00,0,45,0.0,2024-08-12T14:30:04.636525Z,0.0,0.0,537,,321,544
290,Bobby De Cordova-Reid,55,MID,Leicester,278,2,0.12,,3.5,11.0,0,0,0,0.05,3267,False,,0,115,121,406,0,1386,2,0.4,0.1,0,147,4,0,84,146,10,0,132,a,8.6,81,,0.0,1.22,2.0,2.3,1.5,0,De Cordova-Reid,1.5,,0,2,0.7,0,0,63,155,160,0.07,1425,1.59,215,80,0.08,,1.22,2.60,0.04,0,129,0.0,,2.0,0.02,246,,104,250
291,Wout Faes,40,DEF,Leicester,299478,3,0.33,,0.6,44.0,0,0,0,0.16,51019,False,,0,3,6,43,1,359224,7,1.0,10.3,0,180,8,0,20,14,27,0,36,a,75.8,18,,0.0,1.5,4.0,12.1,3.5,0,Faes,3.5,,0,2,2.0,1,0,172,65,68,0.16,27751,1.5,290,4,0.33,,1.0,3.01,0.00,0,94,0.0,,4.0,0.0,14,,580,45
292,Michael Golding,45,MID,Leicester,200,0,0.00,,0.0,0.0,0,0,0,0.0,1115,False,,0,215,222,518,0,529,0,0.0,0.1,0,0,0,0,223,208,0,0,481,a,0.0,223,,0.0,0.0,0.0,0.0,-0.5,0,Golding,-0.5,,0,0,0.0,0,0,272,521,521,0.0,476,0.0,514,200,0.00,,0.0,0.00,0.00,0,223,0.0,,0.0,0.0,514,,511,522
293,Mads Hermansen,45,GKP,Leicester,2921,3,0.00,,0.0,0.0,0,0,0,0.0,5676,False,,0,2,2,247,0,11225,2,0.6,0.5,0,180,5,0,14,34,26,0,440,a,78.6,14,,0.0,1.5,2.5,7.9,2.0,0,Hermansen,2.0,,9,2,1.1,0,0,33,111,112,0.0,2826,1.5,478,55,0.00,,1.0,3.01,0.00,0,56,4.5,,2.5,0.0,10,,460,83
294,Daniel Iversen,40,GKP,Leicester,2339,0,0.00,,0.0,0.0,0,0,0,0.0,4483,False,,0,35,35,210,0,5016,0,0.0,0.7,0,0,0,0,34,30,0,0,283,a,0.0,34,,0.0,0.0,0.0,0.0,-0.5,0,Iversen,-0.5,,0,0,0.0,0,0,52,358,358,0.0,2228,0.0,342,14,0.00,,0.0,0.00,0.00,0,16,0.0,,0.0,0.0,354,,576,362
295,James Justin,45,DEF,Leicester,797,3,0.07,,9.6,5.0,0,0,0,0.03,4151,False,,0,11,32,313,0,5137,1,0.3,0.3,0,180,3,0,57,116,25,0,179,a,41.8,56,,0.0,1.5,1.5,5.6,1.0,0,Justin,1.0,,0,2,0.7,0,0,93,175,181,0.03,2076,1.5,177,46,0.06,,1.0,3.01,0.01,0,48,0.0,,1.5,0.0,60,,404,127
296,Victor Kristiansen,45,DEF,Leicester,286,3,0.03,,10.0,0.0,0,0,0,0.0,2098,False,,0,28,49,417,0,2006,0,0.2,0.1,0,174,2,0,82,156,15,0,445,a,36.2,71,,0.0,1.55,1.0,4.6,0.5,0,Kristiansen,0.5,,0,2,0.4,1,0,129,223,238,0.02,1112,1.56,176,182,0.00,,1.03,3.01,0.03,0,47,0.0,,1.0,0.02,93,,467,160
297,Wanya Marçal-Madivádua,45,MID,Leicester,222,0,0.00,,0.0,0.0,0,0,0,0.0,998,False,,0,183,190,521,0,561,0,0.0,0.0,0,0,0,0,191,211,0,0,434,a,0.0,191,,0.0,0.0,0.0,0.0,-0.5,0,Marcal,-0.5,,0,0,0.0,0,0,235,481,481,0.0,445,0.0,472,167,0.00,,0.0,0.00,0.00,0,191,0.0,,0.0,0.0,474,,454,482
298,Stephy Mavididi,54,MID,Leicester,697,0,0.03,,14.5,0.0,0,0,0,0.0,16489,False,1.0,0,114,120,288,0,2575,1,0.2,0.4,1,30,2,-1,152,92,7,0,581,a,8.6,131,,0.0,0.0,1.0,2.3,0.5,1,Mavididi,0.5,3.0,0,0,0.4,0,-1,97,253,291,0.09,8028,0.87,140,260,0.00,,0.0,0.29,0.03,0,93,0.0,,1.0,0.09,245,1.0,161,249
299,Kasey McAteer,50,MID,Leicester,62,0,0.02,,0.4,4.0,0,0,0,0.2,1096,False,,0,126,144,542,0,284,1,0.2,0.0,0,9,2,0,142,227,4,0,206,a,5.2,125,,0.0,0.0,1.0,0.9,0.5,0,McAteer,0.5,,0,0,0.4,0,0,177,245,277,0.2,425,1.9,299,115,0.02,,0.0,0.19,0.00,0,168,0.0,,1.0,0.0,264,,269,292
300,Wilfred Ndidi,50,MID,Leicester,735,3,0.18,,13.5,40.0,0,0,0,0.08,3482,False,,0,26,46,387,0,2566,2,0.4,0.2,0,180,4,0,74,136,32,0,44,a,44.4,71,,0.0,1.5,2.0,9.8,1.5,0,Ndidi,1.5,,0,2,0.8,0,0,141,144,149,0.09,1587,1.5,150,25,0.16,,1.0,3.01,0.02,0,100,0.0,,2.0,0.01,53,,218,68
301,Caleb Okoli,40,DEF,Leicester,432,0,0.00,,0.0,0.0,0,0,0,0.0,3166,False,,0,131,131,362,0,1252,0,0.0,0.2,0,0,0,0,126,131,0,0,309,a,0.0,126,,0.0,0.0,0.0,0.0,-0.5,0,Okoli,-0.5,,0,0,0.0,0,0,187,383,383,0.0,1353,0.0,367,103,0.00,,0.0,0.00,0.00,0,130,0.0,,0.0,0.0,379,,606,387
302,Ricardo Barbosa Pereira,45,DEF,Leicester,139,0,0.00,,0.0,0.0,0,0,0,0.0,5082,False,,0,165,165,365,0,593,0,0.0,0.2,0,0,0,0,161,132,0,0,371,a,0.0,161,,0.0,0.0,0.0,0.0,-0.5,0,Ricardo,-0.5,,0,0,0.0,0,0,65,431,431,0.0,2176,0.0,420,145,0.00,,0.0,0.00,0.00,0,164,0.0,,0.0,0.0,426,,365,434
303,Harry Souttar,40,DEF,Leicester,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,669,False,,0,116,116,580,0,0,0,0.0,0.0,0,0,0,0,111,194,0,0,279,u,0.0,111,Season long loan to Sheffield United,0.0,0.0,0.0,0.0,0.0,0,Souttar,0.0,,0,0,0.0,0,0,167,354,354,0.0,156,0.0,338,87,0.00,0.0,0.0,0.00,0.00,0,115,0.0,2024-08-07T08:21:01.638839Z,0.0,0.0,350,,572,358
304,Jakub Stolarczyk,40,GKP,Leicester,243,0,0.00,0.0,0.0,0.0,0,0,0,0.0,488,False,,0,42,42,522,0,508,0,0.0,0.0,0,0,0,0,41,64,0,0,298,i,0.0,41,Ankle injury - Expected back 25 Jan,0.0,0.0,0.0,0.0,0.0,0,Stolarczyk,0.0,,0,0,0.0,0,0,59,372,372,0.0,178,0.0,356,21,0.00,0.0,0.0,0.00,0.00,0,23,0.0,2024-07-25T11:00:04.015354Z,0.0,0.0,368,,594,376
305,Luke Thomas,40,DEF,Leicester,1217,0,0.00,,0.0,0.0,0,0,0,0.0,8070,False,,0,123,123,243,0,2847,0,0.0,0.5,0,0,0,0,118,88,0,0,292,a,0.0,118,,0.0,0.0,0.0,0.0,-0.5,0,Thomas,-0.5,,0,0,0.0,0,0,177,366,366,0.0,3554,0.0,350,95,0.00,,0.0,0.00,0.00,0,122,0.0,,0.0,0.0,362,,587,370
306,Jamie Vardy,56,FWD,Leicester,131622,3,0.80,100.0,1.7,54.0,0,2,0,0.49,80990,False,,0,10,12,60,1,451735,2,0.9,6.6,-1,148,10,0,7,10,36,0,27,a,40.4,7,,0.0,1.82,5.0,9.6,4.5,0,Vardy,4.5,1.0,0,2,1.8,0,1,30,48,52,0.49,51382,1.65,255,11,0.80,100.0,1.22,2.72,0.00,0,28,0.0,2024-08-12T14:30:04.652324Z,5.0,0.0,66,,99,71
307,Jannik Vestergaard,40,DEF,Leicester,31643,3,0.01,,0.6,7.0,0,0,0,0.0,30026,False,,0,24,52,112,0,119915,0,0.2,2.9,0,180,2,0,66,40,7,0,154,a,37.8,64,,0.0,1.5,1.0,4.5,0.5,0,Vestergaard,0.5,,0,2,0.5,1,0,154,215,221,0.0,16291,1.5,289,33,0.01,,1.0,3.01,0.00,0,93,0.0,,1.0,0.0,84,,553,163
308,Danny Ward,40,GKP,Leicester,10037,0,0.00,,0.0,0.0,0,0,0,0.0,15947,False,,0,28,28,118,0,20934,0,0.0,2.6,0,0,0,0,27,17,0,0,266,a,0.0,27,,0.0,0.0,0.0,0.0,-0.5,0,Ward,-0.5,,0,0,0.0,0,0,45,342,342,0.0,7965,0.0,325,7,0.00,,0.0,0.00,0.00,0,9,0.0,,0.0,0.0,337,,555,345
309,Harry Winks,45,MID,Leicester,108542,3,0.12,,35.6,0.0,0,0,0,0.0,131028,False,,0,57,71,26,0,204555,2,0.4,14.2,0,180,4,0,65,10,31,0,379,a,27.0,64,,0.0,1.5,2.0,6.3,1.5,0,Winks,1.5,,0,2,0.9,0,0,218,132,134,0.06,77048,1.5,54,151,0.00,,1.0,3.01,0.12,0,45,0.0,,2.0,0.06,140,,374,113
501,Oliver Skipp,50,MID,Leicester,144,0,0.00,,0.6,0.0,0,0,0,0.0,1113,False,,0,152,165,530,0,532,1,0.1,0.0,0,19,1,0,133,217,4,0,534,a,1.8,151,,0.0,0.0,0.5,0.2,0.0,0,Skipp,0.0,,0,0,0.2,0,0,145,302,264,0.0,393,0.19,291,231,0.00,,0.0,0.04,0.00,0,165,0.0,,1.0,0.0,304,,225,323
570,Abdul Fatawu,55,MID,Leicester,7781,3,0.66,,37.3,22.0,0,3,0,0.03,14483,False,,0,14,32,206,0,41500,2,0.9,0.8,0,180,10,0,25,71,48,0,90,a,58.4,23,,0.0,1.5,5.0,11.8,4.5,0,A.Fatawu,4.5,,0,2,1.8,0,0,87,46,50,0.33,8971,1.5,50,55,0.06,,1.0,3.01,0.60,1,42,0.0,,5.0,0.3,26,,147,46
606,Will Alves,45,MID,Leicester,1004,0,0.00,,0.0,0.0,0,0,0,0.0,1544,False,,0,210,217,465,0,2387,0,0.0,0.1,0,0,0,0,218,170,0,0,476,a,0.0,218,,0.0,0.0,0.0,0.0,-0.5,0,Alves,-0.5,,0,0,0.0,0,0,267,516,516,0.0,781,0.0,509,195,0.00,,0.0,0.00,0.00,0,218,0.0,,0.0,0.0,509,,505,517
616,Ben Nelson,40,DEF,Leicester,912,0,0.00,,0.0,0.0,0,0,0,0.0,417,False,,0,135,135,540,0,1605,0,0.0,0.0,0,0,0,0,131,184,0,0,316,a,0.0,131,,0.0,0.0,0.0,0.0,-0.5,0,Nelson,-0.5,,0,0,0.0,0,0,192,390,390,0.0,328,0.0,373,108,0.00,,0.0,0.00,0.00,0,134,0.0,,0.0,0.0,385,,613,393
310,Alisson Ramses Becker,55,GKP,Liverpool,33458,0,0.00,,0.0,0.0,0,1,0,0.0,88411,False,,0,16,16,40,0,77926,6,1.2,10.8,0,180,13,0,2,7,53,2,590,a,34.8,2,,1.0,0.0,6.5,3.4,7.0,0,A.Becker,7.0,,4,2,2.4,0,0,2,20,21,0.0,42233,0.4,600,65,0.00,,1.0,0.81,0.00,0,65,2.0,,6.5,0.0,99,,107,213
311,Trent Alexander-Arnold,70,DEF,Liverpool,76894,0,1.69,,89.7,15.0,0,2,0,0.1,180693,True,1.0,0,48,5,9,0,220618,6,1.0,30.5,0,147,14,0,3,4,60,2,119,a,29.4,3,,1.22,0.0,7.0,13.4,7.5,0,Alexander-Arnold,7.5,,0,2,2.0,0,0,1,15,16,1.04,113623,0.47,6,22,0.16,,1.22,0.77,1.53,0,1,0.0,,7.0,0.94,126,1.0,26,33
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,1000,0,0.00,,0.0,0.0,0,0,0,0.0,3986,False,,0,212,219,381,0,2186,0,0.0,0.2,0,0,0,0,220,132,0,0,478,a,0.0,220,,0.0,0.0,0.0,0.0,0.5,0,Bajcetic,0.5,,0,0,0.0,0,0,269,518,518,0.0,1579,0.0,511,197,0.00,,0.0,0.00,0.00,0,220,0.0,,0.0,0.0,511,,507,519
313,Conor Bradley,50,DEF,Liverpool,1233,0,0.27,,3.6,42.0,0,0,0,0.7,15515,False,,0,88,34,246,0,4066,1,0.2,0.5,0,31,2,0,91,90,7,0,40,a,10.0,78,,0.0,0.0,1.0,5.5,1.5,0,Bradley,1.5,,0,0,0.4,0,0,33,247,281,0.79,5530,0.12,213,5,0.24,,0.0,0.04,0.03,0,62,0.0,,1.0,0.09,228,,286,133
315,Bobby Clark,45,MID,Liverpool,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,2445,False,,0,194,201,533,0,444,0,0.0,0.0,0,0,0,0,202,220,0,0,456,u,0.0,202,Transferred to RB Salzburg,0.0,0.0,0.0,0.0,0.0,0,Clark,0.0,,0,0,0.0,0,0,247,498,498,0.0,958,0.0,491,178,0.00,0.0,0.0,0.00,0.00,0,202,0.0,2024-08-22T11:22:35.466323Z,0.0,0.0,491,,480,499
316,Darwin Núñez Ribeiro,74,FWD,Liverpool,11844,0,0.00,,3.8,2.0,0,0,0,0.0,224581,False,,0,30,32,92,0,38297,1,0.1,3.8,1,18,1,0,35,17,2,0,249,a,1.4,37,,0.0,0.0,0.5,0.7,1.0,0,Darwin,1.0,3.0,0,0,0.1,0,-1,10,333,317,0.0,68571,0.0,211,33,0.00,,0.0,0.00,0.00,0,22,0.0,,1.0,0.0,312,,23,299
317,Diogo Teixeira da Silva,76,MID,Liverpool,141063,0,1.64,,29.8,67.0,0,0,0,0.93,143823,False,,0,17,18,15,1,461813,6,0.9,19.9,-1,149,14,0,11,7,43,2,13,a,54.4,10,,1.21,0.0,7.0,15.2,7.5,0,Diogo J.,7.5,,0,2,1.8,0,1,9,16,17,0.99,93480,0.47,71,10,1.54,,1.21,0.77,0.10,1,57,0.0,,7.0,0.06,34,,13,26
318,Ben Doak,45,MID,Liverpool,397,0,0.00,,0.0,0.0,0,0,0,0.0,1327,False,,0,197,204,508,0,853,0,0.0,0.1,0,0,0,0,205,200,0,0,459,a,0.0,205,,0.0,0.0,0.0,0.0,0.5,0,Doak,0.5,,0,0,0.0,0,0,250,501,501,0.0,528,0.0,494,181,0.00,,0.0,0.00,0.00,0,205,0.0,,0.0,0.0,494,,483,502
319,Harvey Elliott,54,MID,Liverpool,2519,0,0.02,,2.0,2.0,0,0,0,0.0,41279,False,6.0,0,266,158,200,0,6925,1,0.1,0.8,1,7,1,0,154,68,3,0,244,a,0.0,163,,0.0,0.0,0.5,0.4,1.0,0,Elliott,1.0,,0,0,0.2,0,-1,105,318,294,0.26,13149,0.0,249,139,0.00,,0.0,0.00,0.02,0,144,0.0,,1.0,0.26,596,,171,315
320,Endo Wataru,49,MID,Liverpool,3942,0,0.00,,0.0,0.0,0,0,0,0.0,7627,False,,0,227,233,351,0,5439,1,0.1,0.2,1,1,1,0,123,120,3,0,498,a,0.0,144,,0.0,0.0,0.5,0.0,1.0,0,Endo,1.0,,0,0,0.2,0,-1,205,292,249,0.0,2761,0.0,528,212,0.00,,0.0,0.00,0.00,0,233,0.0,,1.0,0.0,530,,311,537
321,Cody Gakpo,74,FWD,Liverpool,8390,0,0.04,,2.9,10.0,0,0,0,0.09,151802,False,,0,28,30,114,0,26209,1,0.1,2.9,1,29,1,0,37,20,2,0,138,a,2.2,36,,0.0,0.0,0.5,1.5,1.0,0,Gakpo,1.0,,0,0,0.1,1,-1,9,332,334,0.12,45235,0.12,229,29,0.03,,0.0,0.04,0.01,0,24,0.0,,0.5,0.03,299,,22,275
322,Joe Gomez,49,DEF,Liverpool,1678,0,0.00,,0.0,0.0,0,0,0,0.0,16255,False,,0,194,194,252,0,3498,0,0.0,0.5,1,0,0,-1,192,93,0,0,500,a,0.0,192,,0.0,0.0,0.0,0.0,0.5,1,Gomez,0.5,,0,0,0.0,0,-1,36,538,538,0.0,4416,0.0,530,188,0.00,,0.0,0.00,0.00,0,194,0.0,,0.0,0.0,532,,313,539
323,Ryan Gravenberch,50,MID,Liverpool,4447,0,0.44,,17.6,0.0,0,0,0,0.0,6346,False,,0,80,102,314,0,15202,2,0.5,0.3,0,180,5,0,50,104,22,2,552,a,17.4,49,,1.0,0.0,2.5,3.5,3.0,0,Gravenberch,3.0,,0,2,1.0,1,0,172,116,117,0.22,3359,0.4,108,244,0.00,,1.0,0.81,0.44,0,75,0.0,,2.5,0.22,193,,262,207
324,Curtis Jones,54,MID,Liverpool,349,0,0.00,,0.0,0.0,0,0,0,0.0,3420,False,,0,263,268,450,0,750,0,0.0,0.1,1,0,0,-1,267,162,0,0,584,a,0.0,267,,0.0,0.0,0.0,0.0,0.5,1,Jones,0.5,,0,0,0.0,0,-1,99,594,594,0.0,1070,0.0,595,262,0.00,,0.0,0.00,0.00,0,268,0.0,,0.0,0.0,593,,164,598
325,Caoimhin Kelleher,45,GKP,Liverpool,395,0,0.00,,0.0,0.0,0,0,0,0.0,5504,False,,0,60,60,317,0,972,0,0.0,0.3,0,0,0,0,59,47,0,0,387,a,0.0,59,,0.0,0.0,0.0,0.0,0.5,0,Kelleher,0.5,,0,0,0.0,0,0,26,444,444,0.0,1660,0.0,434,48,0.00,,0.0,0.00,0.00,0,49,0.0,,0.0,0.0,438,,389,446
326,Ibrahima Konaté,50,DEF,Liverpool,43854,0,0.21,,3.2,21.0,0,1,0,0.13,42634,False,,0,15,22,133,0,63267,7,0.8,2.2,0,135,8,0,26,49,43,1,92,a,40.2,24,,0.67,0.0,4.0,6.5,4.5,0,Konaté,4.5,,0,1,1.6,0,0,22,73,76,0.14,16802,0.34,220,15,0.19,,0.67,0.51,0.02,0,65,0.0,,4.0,0.01,67,,221,109
327,Luis Díaz,75,MID,Liverpool,109602,0,1.88,,85.8,75.0,1,3,0,0.74,142263,False,,0,6,3,51,1,144372,14,1.1,8.7,0,161,17,0,7,17,64,2,10,a,78.2,6,,1.12,0.0,8.5,23.9,9.0,0,Luis Díaz,9.0,,0,2,2.3,0,0,13,9,10,1.05,48539,0.45,9,7,1.33,,1.12,0.81,0.55,1,8,0.0,,8.5,0.31,11,,19,4
328,Mohamed Salah,125,MID,Liverpool,158602,0,1.60,,30.6,122.0,1,5,0,0.63,154622,True,,0,3,2,5,2,420904,10,1.0,37.2,0,172,24,0,2,2,72,2,1,a,96.8,1,,1.05,0.0,12.0,24.9,12.5,0,M.Salah,12.5,2.0,0,2,1.9,0,0,1,1,2,0.84,90432,0.42,66,1,1.20,,1.05,0.81,0.40,1,55,0.0,,12.0,0.21,6,4.0,2,3
329,Alexis Mac Allister,65,MID,Liverpool,6561,0,0.27,,35.4,15.0,0,0,0,0.05,57347,False,5.0,0,90,69,127,0,22873,3,0.5,2.4,0,180,6,0,45,42,20,2,117,a,14.8,44,,1.0,0.0,3.0,6.5,3.5,0,Mac Allister,3.5,,0,2,0.9,0,0,33,109,110,0.13,23814,0.4,57,71,0.10,,1.0,0.81,0.17,0,48,0.0,,3.0,0.08,209,,52,110
330,James McConnell,45,MID,Liverpool,242,0,0.00,,0.0,0.0,0,0,0,0.0,829,False,,0,191,198,548,0,483,0,0.0,0.0,0,0,0,0,199,233,0,0,453,a,0.0,199,,0.0,0.0,0.0,0.0,0.5,0,McConnell,0.5,,0,0,0.0,0,0,244,495,495,0.0,312,0.0,488,175,0.00,,0.0,0.00,0.00,0,199,0.0,,0.0,0.0,488,,477,496
331,Tyler Morton,45,MID,Liverpool,278,0,0.00,,0.0,0.0,0,0,0,0.0,994,False,,0,176,183,516,0,630,0,0.0,0.1,0,0,0,0,184,206,0,0,422,a,0.0,184,,0.0,0.0,0.0,0.0,0.5,0,Morton,0.5,,0,0,0.0,0,0,228,471,471,0.0,395,0.0,462,160,0.00,,0.0,0.00,0.00,0,184,0.0,,0.0,0.0,464,,439,472
332,Nathaniel Phillips,40,DEF,Liverpool,1776,0,0.00,,0.0,0.0,0,0,0,0.0,3322,False,,0,118,118,358,0,2930,0,0.0,0.2,0,0,0,0,113,130,0,0,281,a,0.0,113,,0.0,0.0,0.0,0.0,0.5,0,N.Phillips,0.5,,0,0,0.0,0,0,169,356,356,0.0,1256,0.0,340,89,0.00,,0.0,0.00,0.00,0,117,0.0,,0.0,0.0,352,,574,360
333,Jarell Quansah,44,DEF,Liverpool,3659,0,0.00,75.0,0.5,0.0,0,0,0,0.0,235828,False,,0,80,92,94,0,17581,0,0.1,3.7,1,45,1,0,71,34,7,0,340,d,15.8,87,Knock - 75% chance of playing,0.0,0.0,0.5,1.6,0.8,0,Quansah,0.8,,0,1,0.2,0,-1,149,275,226,0.0,55953,0.62,296,130,0.00,75.0,2.0,0.31,0.00,0,96,0.0,2024-08-23T09:30:06.099816Z,1.0,0.0,198,,540,271
334,Rhys Williams,40,DEF,Liverpool,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,5789,False,,0,121,121,410,0,828,0,0.0,0.1,0,0,0,0,115,151,0,0,287,u,0.0,115,Loaned to Morecambe,0.0,0.0,0.0,0.0,0.0,0,R.Williams,0.0,,0,0,0.0,0,0,173,361,361,0.0,2408,0.0,346,92,0.00,0.0,0.0,0.00,0.00,0,120,0.0,2024-08-22T11:18:16.485954Z,0.0,0.0,358,,581,366
335,Andrew Robertson,60,DEF,Liverpool,35954,0,0.62,,64.2,56.0,0,0,0,0.16,54819,False,2.0,0,35,3,79,0,81302,6,1.0,5.0,0,168,12,0,9,28,53,2,25,a,34.0,7,,1.07,0.0,6.0,15.4,6.5,0,Robertson,6.5,,0,2,2.0,0,0,4,29,33,0.33,26947,0.41,21,3,0.30,,1.07,0.77,0.32,0,3,0.0,,6.0,0.17,103,,75,24
336,Dominik Szoboszlai,65,MID,Liverpool,14302,0,0.86,,72.6,28.0,0,1,0,0.1,51255,False,4.0,0,60,28,121,0,76024,2,0.7,2.6,0,180,9,0,33,41,37,2,73,a,26.0,32,,1.0,0.0,4.5,12.7,5.0,0,Szoboszlai,5.0,,0,2,1.4,1,0,38,63,66,0.42,30553,0.4,14,47,0.21,,1.0,0.81,0.65,1,12,0.0,,4.5,0.32,145,2.0,57,40
